dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
05/02/2020,5,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia
04/02/2020,4,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia
03/02/2020,3,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia
02/02/2020,2,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia
01/02/2020,1,2,2020,0,0,Bahrain,BH,BHR,1569439,Asia
31/01/2020,31,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
30/01/2020,30,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
29/01/2020,29,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
28/01/2020,28,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
27/01/2020,27,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
26/01/2020,26,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
25/01/2020,25,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
24/01/2020,24,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
23/01/2020,23,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
22/01/2020,22,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
21/01/2020,21,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
20/01/2020,20,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
19/01/2020,19,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
18/01/2020,18,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
17/01/2020,17,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
16/01/2020,16,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
15/01/2020,15,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
14/01/2020,14,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
13/01/2020,13,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
12/01/2020,12,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
11/01/2020,11,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
10/01/2020,10,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
09/01/2020,9,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
08/01/2020,8,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
07/01/2020,7,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
06/01/2020,6,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
05/01/2020,5,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
04/01/2020,4,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
03/01/2020,3,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
02/01/2020,2,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
01/01/2020,1,1,2020,0,0,Bahrain,BH,BHR,1569439,Asia
31/12/2019,31,12,2019,0,0,Bahrain,BH,BHR,1569439,Asia
14/06/2020,14,6,2020,2856,44,Bangladesh,BD,BGD,161356039,Asia
13/06/2020,13,6,2020,3471,46,Bangladesh,BD,BGD,161356039,Asia
12/06/2020,12,6,2020,3187,37,Bangladesh,BD,BGD,161356039,Asia
11/06/2020,11,6,2020,3190,37,Bangladesh,BD,BGD,161356039,Asia
10/06/2020,10,6,2020,3171,45,Bangladesh,BD,BGD,161356039,Asia
09/06/2020,9,6,2020,2735,42,Bangladesh,BD,BGD,161356039,Asia
08/06/2020,8,6,2020,2743,42,Bangladesh,BD,BGD,161356039,Asia
07/06/2020,7,6,2020,2635,35,Bangladesh,BD,BGD,161356039,Asia
06/06/2020,6,6,2020,2828,30,Bangladesh,BD,BGD,161356039,Asia
05/06/2020,5,6,2020,2423,35,Bangladesh,BD,BGD,161356039,Asia
04/06/2020,4,6,2020,2695,37,Bangladesh,BD,BGD,161356039,Asia
03/06/2020,3,6,2020,2911,37,Bangladesh,BD,BGD,161356039,Asia
02/06/2020,2,6,2020,2381,22,Bangladesh,BD,BGD,161356039,Asia
01/06/2020,1,6,2020,2545,40,Bangladesh,BD,BGD,161356039,Asia
31/05/2020,31,5,2020,1764,28,Bangladesh,BD,BGD,161356039,Asia
30/05/2020,30,5,2020,2523,23,Bangladesh,BD,BGD,161356039,Asia
29/05/2020,29,5,2020,2029,15,Bangladesh,BD,BGD,161356039,Asia
28/05/2020,28,5,2020,1541,22,Bangladesh,BD,BGD,161356039,Asia
27/05/2020,27,5,2020,1166,21,Bangladesh,BD,BGD,161356039,Asia
26/05/2020,26,5,2020,1975,21,Bangladesh,BD,BGD,161356039,Asia
25/05/2020,25,5,2020,1532,28,Bangladesh,BD,BGD,161356039,Asia
24/05/2020,24,5,2020,1873,20,Bangladesh,BD,BGD,161356039,Asia
23/05/2020,23,5,2020,1694,24,Bangladesh,BD,BGD,161356039,Asia
22/05/2020,22,5,2020,1773,22,Bangladesh,BD,BGD,161356039,Asia
21/05/2020,21,5,2020,1617,16,Bangladesh,BD,BGD,161356039,Asia
20/05/2020,20,5,2020,1251,21,Bangladesh,BD,BGD,161356039,Asia
19/05/2020,19,5,2020,1602,21,Bangladesh,BD,BGD,161356039,Asia
18/05/2020,18,5,2020,1273,14,Bangladesh,BD,BGD,161356039,Asia
17/05/2020,17,5,2020,930,16,Bangladesh,BD,BGD,161356039,Asia
16/05/2020,16,5,2020,1202,15,Bangladesh,BD,BGD,161356039,Asia
15/05/2020,15,5,2020,1041,14,Bangladesh,BD,BGD,161356039,Asia
14/05/2020,14,5,2020,1162,19,Bangladesh,BD,BGD,161356039,Asia
13/05/2020,13,5,2020,969,11,Bangladesh,BD,BGD,161356039,Asia
12/05/2020,12,5,2020,1034,11,Bangladesh,BD,BGD,161356039,Asia
11/05/2020,11,5,2020,887,14,Bangladesh,BD,BGD,161356039,Asia
10/05/2020,10,5,2020,636,8,Bangladesh,BD,BGD,161356039,Asia
09/05/2020,9,5,2020,709,7,Bangladesh,BD,BGD,161356039,Asia
08/05/2020,8,5,2020,706,13,Bangladesh,BD,BGD,161356039,Asia
07/05/2020,7,5,2020,790,3,Bangladesh,BD,BGD,161356039,Asia
06/05/2020,6,5,2020,786,1,Bangladesh,BD,BGD,161356039,Asia
05/05/2020,5,5,2020,688,5,Bangladesh,BD,BGD,161356039,Asia
04/05/2020,4,5,2020,665,2,Bangladesh,BD,BGD,161356039,Asia
03/05/2020,3,5,2020,552,5,Bangladesh,BD,BGD,161356039,Asia
02/05/2020,2,5,2020,571,2,Bangladesh,BD,BGD,161356039,Asia
01/05/2020,1,5,2020,564,5,Bangladesh,BD,BGD,161356039,Asia
30/04/2020,30,4,2020,641,8,Bangladesh,BD,BGD,161356039,Asia
29/04/2020,29,4,2020,549,3,Bangladesh,BD,BGD,161356039,Asia
28/04/2020,28,4,2020,497,7,Bangladesh,BD,BGD,161356039,Asia
27/04/2020,27,4,2020,418,5,Bangladesh,BD,BGD,161356039,Asia
26/04/2020,26,4,2020,309,9,Bangladesh,BD,BGD,161356039,Asia
25/04/2020,25,4,2020,503,4,Bangladesh,BD,BGD,161356039,Asia
24/04/2020,24,4,2020,414,7,Bangladesh,BD,BGD,161356039,Asia
23/04/2020,23,4,2020,390,10,Bangladesh,BD,BGD,161356039,Asia
22/04/2020,22,4,2020,434,9,Bangladesh,BD,BGD,161356039,Asia
21/04/2020,21,4,2020,492,10,Bangladesh,BD,BGD,161356039,Asia
20/04/2020,20,4,2020,312,7,Bangladesh,BD,BGD,161356039,Asia
19/04/2020,19,4,2020,306,9,Bangladesh,BD,BGD,161356039,Asia
18/04/2020,18,4,2020,266,15,Bangladesh,BD,BGD,161356039,Asia
17/04/2020,17,4,2020,341,10,Bangladesh,BD,BGD,161356039,Asia
16/04/2020,16,4,2020,219,4,Bangladesh,BD,BGD,161356039,Asia
15/04/2020,15,4,2020,209,7,Bangladesh,BD,BGD,161356039,Asia
14/04/2020,14,4,2020,182,5,Bangladesh,BD,BGD,161356039,Asia
13/04/2020,13,4,2020,139,4,Bangladesh,BD,BGD,161356039,Asia
12/04/2020,12,4,2020,58,3,Bangladesh,BD,BGD,161356039,Asia
11/04/2020,11,4,2020,94,6,Bangladesh,BD,BGD,161356039,Asia
10/04/2020,10,4,2020,112,1,Bangladesh,BD,BGD,161356039,Asia
09/04/2020,9,4,2020,54,3,Bangladesh,BD,BGD,161356039,Asia
08/04/2020,8,4,2020,41,5,Bangladesh,BD,BGD,161356039,Asia
07/04/2020,7,4,2020,35,3,Bangladesh,BD,BGD,161356039,Asia
06/04/2020,6,4,2020,18,1,Bangladesh,BD,BGD,161356039,Asia
05/04/2020,5,4,2020,9,2,Bangladesh,BD,BGD,161356039,Asia
04/04/2020,4,4,2020,5,0,Bangladesh,BD,BGD,161356039,Asia
03/04/2020,3,4,2020,2,0,Bangladesh,BD,BGD,161356039,Asia
02/04/2020,2,4,2020,3,1,Bangladesh,BD,BGD,161356039,Asia
01/04/2020,1,4,2020,2,0,Bangladesh,BD,BGD,161356039,Asia
31/03/2020,31,3,2020,0,0,Bangladesh,BD,BGD,161356039,Asia
30/03/2020,30,3,2020,1,0,Bangladesh,BD,BGD,161356039,Asia
29/03/2020,29,3,2020,0,0,Bangladesh,BD,BGD,161356039,Asia
28/03/2020,28,3,2020,0,0,Bangladesh,BD,BGD,161356039,Asia
27/03/2020,27,3,2020,9,0,Bangladesh,BD,BGD,161356039,Asia
26/03/2020,26,3,2020,0,1,Bangladesh,BD,BGD,161356039,Asia
25/03/2020,25,3,2020,6,1,Bangladesh,BD,BGD,161356039,Asia
24/03/2020,24,3,2020,6,0,Bangladesh,BD,BGD,161356039,Asia
23/03/2020,23,3,2020,3,1,Bangladesh,BD,BGD,161356039,Asia
22/03/2020,22,3,2020,7,2,Bangladesh,BD,BGD,161356039,Asia
21/03/2020,21,3,2020,7,0,Bangladesh,BD,BGD,161356039,Asia
20/03/2020,20,3,2020,0,0,Bangladesh,BD,BGD,161356039,Asia
19/03/2020,19,3,2020,2,0,Bangladesh,BD,BGD,161356039,Asia
18/03/2020,18,3,2020,3,0,Bangladesh,BD,BGD,161356039,Asia
17/03/2020,17,3,2020,2,0,Bangladesh,BD,BGD,161356039,Asia
15/03/2020,15,3,2020,0,0,Bangladesh,BD,BGD,161356039,Asia
09/03/2020,9,3,2020,3,0,Bangladesh,BD,BGD,161356039,Asia
14/06/2020,14,6,2020,0,0,Barbados,BB,BRB,286641,America
13/06/2020,13,6,2020,0,0,Barbados,BB,BRB,286641,America
12/06/2020,12,6,2020,0,0,Barbados,BB,BRB,286641,America
11/06/2020,11,6,2020,4,0,Barbados,BB,BRB,286641,America
10/06/2020,10,6,2020,0,0,Barbados,BB,BRB,286641,America
09/06/2020,9,6,2020,0,0,Barbados,BB,BRB,286641,America
08/06/2020,8,6,2020,0,0,Barbados,BB,BRB,286641,America
07/06/2020,7,6,2020,0,0,Barbados,BB,BRB,286641,America
06/06/2020,6,6,2020,0,0,Barbados,BB,BRB,286641,America
05/06/2020,5,6,2020,0,0,Barbados,BB,BRB,286641,America
04/06/2020,4,6,2020,0,0,Barbados,BB,BRB,286641,America
03/06/2020,3,6,2020,0,0,Barbados,BB,BRB,286641,America
02/06/2020,2,6,2020,0,0,Barbados,BB,BRB,286641,America
01/06/2020,1,6,2020,0,0,Barbados,BB,BRB,286641,America
31/05/2020,31,5,2020,0,0,Barbados,BB,BRB,286641,America
30/05/2020,30,5,2020,0,0,Barbados,BB,BRB,286641,America
29/05/2020,29,5,2020,0,0,Barbados,BB,BRB,286641,America
28/05/2020,28,5,2020,0,0,Barbados,BB,BRB,286641,America
27/05/2020,27,5,2020,0,0,Barbados,BB,BRB,286641,America
26/05/2020,26,5,2020,0,0,Barbados,BB,BRB,286641,America
25/05/2020,25,5,2020,0,0,Barbados,BB,BRB,286641,America
24/05/2020,24,5,2020,2,0,Barbados,BB,BRB,286641,America
23/05/2020,23,5,2020,0,0,Barbados,BB,BRB,286641,America
22/05/2020,22,5,2020,0,0,Barbados,BB,BRB,286641,America
21/05/2020,21,5,2020,0,0,Barbados,BB,BRB,286641,America
20/05/2020,20,5,2020,2,0,Barbados,BB,BRB,286641,America
19/05/2020,19,5,2020,0,0,Barbados,BB,BRB,286641,America
18/05/2020,18,5,2020,2,0,Barbados,BB,BRB,286641,America
17/05/2020,17,5,2020,1,0,Barbados,BB,BRB,286641,America
16/05/2020,16,5,2020,0,0,Barbados,BB,BRB,286641,America
15/05/2020,15,5,2020,0,0,Barbados,BB,BRB,286641,America
14/05/2020,14,5,2020,0,0,Barbados,BB,BRB,286641,America
13/05/2020,13,5,2020,1,0,Barbados,BB,BRB,286641,America
12/05/2020,12,5,2020,0,0,Barbados,BB,BRB,286641,America
11/05/2020,11,5,2020,0,0,Barbados,BB,BRB,286641,America
10/05/2020,10,5,2020,1,0,Barbados,BB,BRB,286641,America
09/05/2020,9,5,2020,1,0,Barbados,BB,BRB,286641,America
08/05/2020,8,5,2020,0,0,Barbados,BB,BRB,286641,America
07/05/2020,7,5,2020,0,0,Barbados,BB,BRB,286641,America
06/05/2020,6,5,2020,0,0,Barbados,BB,BRB,286641,America
05/05/2020,5,5,2020,0,0,Barbados,BB,BRB,286641,America
04/05/2020,4,5,2020,1,0,Barbados,BB,BRB,286641,America
03/05/2020,3,5,2020,0,0,Barbados,BB,BRB,286641,America
02/05/2020,2,5,2020,0,0,Barbados,BB,BRB,286641,America
01/05/2020,1,5,2020,1,0,Barbados,BB,BRB,286641,America
30/04/2020,30,4,2020,0,1,Barbados,BB,BRB,286641,America
29/04/2020,29,4,2020,0,0,Barbados,BB,BRB,286641,America
28/04/2020,28,4,2020,1,0,Barbados,BB,BRB,286641,America
27/04/2020,27,4,2020,0,0,Barbados,BB,BRB,286641,America
26/04/2020,26,4,2020,3,0,Barbados,BB,BRB,286641,America
25/04/2020,25,4,2020,0,0,Barbados,BB,BRB,286641,America
24/04/2020,24,4,2020,0,0,Barbados,BB,BRB,286641,America
23/04/2020,23,4,2020,1,1,Barbados,BB,BRB,286641,America
22/04/2020,22,4,2020,0,0,Barbados,BB,BRB,286641,America
21/04/2020,21,4,2020,0,0,Barbados,BB,BRB,286641,America
20/04/2020,20,4,2020,0,0,Barbados,BB,BRB,286641,America
19/04/2020,19,4,2020,0,0,Barbados,BB,BRB,286641,America
18/04/2020,18,4,2020,0,0,Barbados,BB,BRB,286641,America
17/04/2020,17,4,2020,0,0,Barbados,BB,BRB,286641,America
16/04/2020,16,4,2020,2,0,Barbados,BB,BRB,286641,America
15/04/2020,15,4,2020,1,1,Barbados,BB,BRB,286641,America
14/04/2020,14,4,2020,1,0,Barbados,BB,BRB,286641,America
13/04/2020,13,4,2020,3,0,Barbados,BB,BRB,286641,America
12/04/2020,12,4,2020,1,0,Barbados,BB,BRB,286641,America
11/04/2020,11,4,2020,1,1,Barbados,BB,BRB,286641,America
10/04/2020,10,4,2020,3,0,Barbados,BB,BRB,286641,America
09/04/2020,9,4,2020,0,0,Barbados,BB,BRB,286641,America
08/04/2020,8,4,2020,3,1,Barbados,BB,BRB,286641,America
07/04/2020,7,4,2020,4,1,Barbados,BB,BRB,286641,America
06/04/2020,6,4,2020,5,1,Barbados,BB,BRB,286641,America
05/04/2020,5,4,2020,6,0,Barbados,BB,BRB,286641,America
04/04/2020,4,4,2020,0,0,Barbados,BB,BRB,286641,America
03/04/2020,3,4,2020,0,0,Barbados,BB,BRB,286641,America
02/04/2020,2,4,2020,11,0,Barbados,BB,BRB,286641,America
01/04/2020,1,4,2020,0,0,Barbados,BB,BRB,286641,America
31/03/2020,31,3,2020,1,0,Barbados,BB,BRB,286641,America
30/03/2020,30,3,2020,7,0,Barbados,BB,BRB,286641,America
29/03/2020,29,3,2020,2,0,Barbados,BB,BRB,286641,America
28/03/2020,28,3,2020,0,0,Barbados,BB,BRB,286641,America
27/03/2020,27,3,2020,6,0,Barbados,BB,BRB,286641,America
26/03/2020,26,3,2020,0,0,Barbados,BB,BRB,286641,America
25/03/2020,25,3,2020,1,0,Barbados,BB,BRB,286641,America
24/03/2020,24,3,2020,0,0,Barbados,BB,BRB,286641,America
23/03/2020,23,3,2020,3,0,Barbados,BB,BRB,286641,America
22/03/2020,22,3,2020,8,0,Barbados,BB,BRB,286641,America
21/03/2020,21,3,2020,4,0,Barbados,BB,BRB,286641,America
20/03/2020,20,3,2020,1,0,Barbados,BB,BRB,286641,America
19/03/2020,19,3,2020,0,0,Barbados,BB,BRB,286641,America
18/03/2020,18,3,2020,1,0,Barbados,BB,BRB,286641,America
14/06/2020,14,6,2020,721,5,Belarus,BY,BLR,9485386,Europe
13/06/2020,13,6,2020,704,5,Belarus,BY,BLR,9485386,Europe
12/06/2020,12,6,2020,750,5,Belarus,BY,BLR,9485386,Europe
11/06/2020,11,6,2020,801,6,Belarus,BY,BLR,9485386,Europe
10/06/2020,10,6,2020,812,6,Belarus,BY,BLR,9485386,Europe
09/06/2020,9,6,2020,823,7,Belarus,BY,BLR,9485386,Europe
08/06/2020,8,6,2020,879,6,Belarus,BY,BLR,9485386,Europe
07/06/2020,7,6,2020,883,4,Belarus,BY,BLR,9485386,Europe
06/06/2020,6,6,2020,887,6,Belarus,BY,BLR,9485386,Europe
05/06/2020,5,6,2020,865,5,Belarus,BY,BLR,9485386,Europe
04/06/2020,4,6,2020,861,5,Belarus,BY,BLR,9485386,Europe
03/06/2020,3,6,2020,852,3,Belarus,BY,BLR,9485386,Europe
02/06/2020,2,6,2020,847,5,Belarus,BY,BLR,9485386,Europe
01/06/2020,1,6,2020,898,6,Belarus,BY,BLR,9485386,Europe
31/05/2020,31,5,2020,894,5,Belarus,BY,BLR,9485386,Europe
30/05/2020,30,5,2020,906,5,Belarus,BY,BLR,9485386,Europe
29/05/2020,29,5,2020,902,5,Belarus,BY,BLR,9485386,Europe
28/05/2020,28,5,2020,897,6,Belarus,BY,BLR,9485386,Europe
27/05/2020,27,5,2020,915,4,Belarus,BY,BLR,9485386,Europe
26/05/2020,26,5,2020,946,5,Belarus,BY,BLR,9485386,Europe
25/05/2020,25,5,2020,954,5,Belarus,BY,BLR,9485386,Europe
24/05/2020,24,5,2020,941,4,Belarus,BY,BLR,9485386,Europe
23/05/2020,23,5,2020,932,5,Belarus,BY,BLR,9485386,Europe
22/05/2020,22,5,2020,945,6,Belarus,BY,BLR,9485386,Europe
21/05/2020,21,5,2020,918,4,Belarus,BY,BLR,9485386,Europe
20/05/2020,20,5,2020,936,4,Belarus,BY,BLR,9485386,Europe
19/05/2020,19,5,2020,922,6,Belarus,BY,BLR,9485386,Europe
18/05/2020,18,5,2020,969,5,Belarus,BY,BLR,9485386,Europe
17/05/2020,17,5,2020,951,4,Belarus,BY,BLR,9485386,Europe
16/05/2020,16,5,2020,958,5,Belarus,BY,BLR,9485386,Europe
15/05/2020,15,5,2020,947,5,Belarus,BY,BLR,9485386,Europe
14/05/2020,14,5,2020,952,4,Belarus,BY,BLR,9485386,Europe
13/05/2020,13,5,2020,967,7,Belarus,BY,BLR,9485386,Europe
12/05/2020,12,5,2020,933,4,Belarus,BY,BLR,9485386,Europe
11/05/2020,11,5,2020,921,5,Belarus,BY,BLR,9485386,Europe
10/05/2020,10,5,2020,951,5,Belarus,BY,BLR,9485386,Europe
09/05/2020,9,5,2020,933,5,Belarus,BY,BLR,9485386,Europe
08/05/2020,8,5,2020,913,4,Belarus,BY,BLR,9485386,Europe
07/05/2020,7,5,2020,905,5,Belarus,BY,BLR,9485386,Europe
06/05/2020,6,5,2020,861,4,Belarus,BY,BLR,9485386,Europe
05/05/2020,5,5,2020,784,4,Belarus,BY,BLR,9485386,Europe
04/05/2020,4,5,2020,877,2,Belarus,BY,BLR,9485386,Europe
03/05/2020,3,5,2020,911,4,Belarus,BY,BLR,9485386,Europe
02/05/2020,2,5,2020,890,4,Belarus,BY,BLR,9485386,Europe
01/05/2020,1,5,2020,846,5,Belarus,BY,BLR,9485386,Europe
30/04/2020,30,4,2020,973,5,Belarus,BY,BLR,9485386,Europe
29/04/2020,29,4,2020,919,4,Belarus,BY,BLR,9485386,Europe
28/04/2020,28,4,2020,826,3,Belarus,BY,BLR,9485386,Europe
27/04/2020,27,4,2020,873,5,Belarus,BY,BLR,9485386,Europe
26/04/2020,26,4,2020,817,4,Belarus,BY,BLR,9485386,Europe
25/04/2020,25,4,2020,751,3,Belarus,BY,BLR,9485386,Europe
24/04/2020,24,4,2020,741,2,Belarus,BY,BLR,9485386,Europe
23/04/2020,23,4,2020,558,3,Belarus,BY,BLR,9485386,Europe
22/04/2020,22,4,2020,459,4,Belarus,BY,BLR,9485386,Europe
21/04/2020,21,4,2020,1485,4,Belarus,BY,BLR,9485386,Europe
20/04/2020,20,4,2020,0,2,Belarus,BY,BLR,9485386,Europe
19/04/2020,19,4,2020,0,3,Belarus,BY,BLR,9485386,Europe
18/04/2020,18,4,2020,575,2,Belarus,BY,BLR,9485386,Europe
17/04/2020,17,4,2020,476,4,Belarus,BY,BLR,9485386,Europe
16/04/2020,16,4,2020,447,3,Belarus,BY,BLR,9485386,Europe
15/04/2020,15,4,2020,362,4,Belarus,BY,BLR,9485386,Europe
14/04/2020,14,4,2020,341,3,Belarus,BY,BLR,9485386,Europe
13/04/2020,13,4,2020,352,3,Belarus,BY,BLR,9485386,Europe
12/04/2020,12,4,2020,245,4,Belarus,BY,BLR,9485386,Europe
11/04/2020,11,4,2020,495,3,Belarus,BY,BLR,9485386,Europe
10/04/2020,10,4,2020,420,3,Belarus,BY,BLR,9485386,Europe
09/04/2020,9,4,2020,205,0,Belarus,BY,BLR,9485386,Europe
08/04/2020,8,4,2020,161,0,Belarus,BY,BLR,9485386,Europe
07/04/2020,7,4,2020,136,5,Belarus,BY,BLR,9485386,Europe
06/04/2020,6,4,2020,170,3,Belarus,BY,BLR,9485386,Europe
05/04/2020,5,4,2020,43,1,Belarus,BY,BLR,9485386,Europe
04/04/2020,4,4,2020,97,0,Belarus,BY,BLR,9485386,Europe
03/04/2020,3,4,2020,102,4,Belarus,BY,BLR,9485386,Europe
02/04/2020,2,4,2020,0,0,Belarus,BY,BLR,9485386,Europe
01/04/2020,1,4,2020,47,0,Belarus,BY,BLR,9485386,Europe
31/03/2020,31,3,2020,11,0,Belarus,BY,BLR,9485386,Europe
30/03/2020,30,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
29/03/2020,29,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
28/03/2020,28,3,2020,8,0,Belarus,BY,BLR,9485386,Europe
27/03/2020,27,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
26/03/2020,26,3,2020,5,0,Belarus,BY,BLR,9485386,Europe
25/03/2020,25,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
24/03/2020,24,3,2020,5,0,Belarus,BY,BLR,9485386,Europe
23/03/2020,23,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
22/03/2020,22,3,2020,19,0,Belarus,BY,BLR,9485386,Europe
21/03/2020,21,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
20/03/2020,20,3,2020,11,0,Belarus,BY,BLR,9485386,Europe
19/03/2020,19,3,2020,10,0,Belarus,BY,BLR,9485386,Europe
18/03/2020,18,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
17/03/2020,17,3,2020,9,0,Belarus,BY,BLR,9485386,Europe
16/03/2020,16,3,2020,6,0,Belarus,BY,BLR,9485386,Europe
13/03/2020,13,3,2020,9,0,Belarus,BY,BLR,9485386,Europe
12/03/2020,12,3,2020,3,0,Belarus,BY,BLR,9485386,Europe
11/03/2020,11,3,2020,3,0,Belarus,BY,BLR,9485386,Europe
05/03/2020,5,3,2020,2,0,Belarus,BY,BLR,9485386,Europe
04/03/2020,4,3,2020,3,0,Belarus,BY,BLR,9485386,Europe
02/03/2020,2,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
01/03/2020,1,3,2020,0,0,Belarus,BY,BLR,9485386,Europe
29/02/2020,29,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
28/02/2020,28,2,2020,1,0,Belarus,BY,BLR,9485386,Europe
27/02/2020,27,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
26/02/2020,26,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
25/02/2020,25,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
24/02/2020,24,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
23/02/2020,23,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
22/02/2020,22,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
21/02/2020,21,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
20/02/2020,20,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
19/02/2020,19,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
18/02/2020,18,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
17/02/2020,17,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
16/02/2020,16,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
15/02/2020,15,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
14/02/2020,14,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
13/02/2020,13,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
12/02/2020,12,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
11/02/2020,11,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
10/02/2020,10,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
09/02/2020,9,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
08/02/2020,8,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
07/02/2020,7,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
06/02/2020,6,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
05/02/2020,5,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
04/02/2020,4,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
03/02/2020,3,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
02/02/2020,2,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
01/02/2020,1,2,2020,0,0,Belarus,BY,BLR,9485386,Europe
31/01/2020,31,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
30/01/2020,30,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
29/01/2020,29,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
28/01/2020,28,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
27/01/2020,27,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
26/01/2020,26,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
25/01/2020,25,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
24/01/2020,24,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
23/01/2020,23,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
22/01/2020,22,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
21/01/2020,21,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
20/01/2020,20,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
19/01/2020,19,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
18/01/2020,18,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
17/01/2020,17,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
16/01/2020,16,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
15/01/2020,15,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
14/01/2020,14,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
13/01/2020,13,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
12/01/2020,12,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
11/01/2020,11,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
10/01/2020,10,1,2020,0,0,Belarus,BY,BLR,9485386,Europe
